id1	id2	length	identity	similarity	gaps	score
PCDHA9_Domain6	CDH17_Domain7	61	18	34.4	23	31.5
PCDHAC1_Domain1	CDH17_Domain1	54	31.5	42.6	NA	50.5
PCDHAC1_Domain1	CDH17_Domain2	39	28.2	59	15.4	26.5
PCDHAC1_Domain1	CDH17_Domain3	63	36.5	47.6	22.2	76
PCDHAC1_Domain1	CDH17_Domain4	123	23.6	37.4	34.1	69
PCDHAC1_Domain1	CDH17_Domain5	116	22.4	37.1	19.8	49
PCDHAC1_Domain1	CDH17_Domain6	99	27.3	39.4	10.1	57
PCDHAC1_Domain1	CDH17_Domain7	34	29.4	41.2	11.8	26.5
PCDHAC1_Domain2	CDH17_Domain1	49	44.9	53.1	NA	93
PCDHAC1_Domain2	CDH17_Domain2	110	23.6	41.8	22.7	50
PCDHAC1_Domain2	CDH17_Domain3	94	25.5	43.6	24.5	66
PCDHAC1_Domain2	CDH17_Domain4	91	23.1	42.9	15.4	48.5
PCDHAC1_Domain2	CDH17_Domain5	115	28.7	41.7	14.8	67
PCDHAC1_Domain2	CDH17_Domain6	83	28.9	48.2	13.3	65.5
PCDHAC1_Domain2	CDH17_Domain7	87	21.8	41.4	26.4	46
PCDHAC1_Domain3	CDH17_Domain1	117	19.7	35.9	36.8	40
PCDHAC1_Domain3	CDH17_Domain2	96	21.9	39.6	22.9	41
PCDHAC1_Domain3	CDH17_Domain3	97	27.8	47.4	13.4	64
PCDHAC1_Domain3	CDH17_Domain4	110	23.6	39.1	19.1	44.5
PCDHAC1_Domain3	CDH17_Domain5	118	28.8	45.8	11.9	74
PCDHAC1_Domain3	CDH17_Domain6	108	30.6	47.2	13	92.5
PCDHAC1_Domain3	CDH17_Domain7	107	27.1	36.4	33.6	37
PCDHAC1_Domain4	CDH17_Domain1	67	32.8	49.3	NA	90.5
PCDHAC1_Domain4	CDH17_Domain2	108	21.3	37	29.6	47.5
PCDHAC1_Domain4	CDH17_Domain3	60	38.3	45	NA	91.5
PCDHAC1_Domain4	CDH17_Domain4	119	21	31.9	33.6	58
PCDHAC1_Domain4	CDH17_Domain5	118	24.6	34.7	29.7	49.5
PCDHAC1_Domain4	CDH17_Domain6	97	33	45.4	NA	97.5
PCDHAC1_Domain4	CDH17_Domain7	86	31.4	43	29.1	54
PCDHAC1_Domain5	CDH17_Domain1	107	21.5	32.7	23.4	46
PCDHAC1_Domain5	CDH17_Domain2	105	21.9	46.7	13.3	41.5
PCDHAC1_Domain5	CDH17_Domain3	49	30.6	42.9	NA	46
PCDHAC1_Domain5	CDH17_Domain4	112	23.2	42	NA	73.5
PCDHAC1_Domain5	CDH17_Domain5	111	24.3	41.4	15.3	48
PCDHAC1_Domain5	CDH17_Domain6	108	27.8	43.5	13	79
PCDHAC1_Domain5	CDH17_Domain7	55	20	40	29.1	41.5
PCDHAC1_Domain6	CDH17_Domain1	18	38.9	61.1	NA	22
PCDHAC1_Domain6	CDH17_Domain2	104	20.2	42.3	12.5	41.5
PCDHAC1_Domain6	CDH17_Domain3	32	28.1	43.8	NA	24
PCDHAC1_Domain6	CDH17_Domain4	78	25.6	44.9	NA	53
PCDHAC1_Domain6	CDH17_Domain5	104	26	35.6	21.2	40
PCDHAC1_Domain6	CDH17_Domain6	103	24.3	38.8	20.4	41
PCDHAC1_Domain6	CDH17_Domain7	95	25.3	42.1	10.5	54
PCDHAC2_Domain1	CDH17_Domain1	60	31.7	46.7	28.3	69
PCDHAC2_Domain1	CDH17_Domain2	40	25	40	32.5	26.5
PCDHAC2_Domain1	CDH17_Domain3	69	27.5	43.5	27.5	51.5
PCDHAC2_Domain1	CDH17_Domain4	46	28.3	60.9	NA	53
PCDHAC2_Domain1	CDH17_Domain5	23	21.7	60.9	NA	25
PCDHAC2_Domain1	CDH17_Domain6	101	30.7	50.5	NA	91.5
PCDHAC2_Domain1	CDH17_Domain7	6	66.7	100	NA	25
PCDHAC2_Domain2	CDH17_Domain1	100	31	44	18	93
PCDHAC2_Domain2	CDH17_Domain2	107	25.2	44.9	NA	41.5
PCDHAC2_Domain2	CDH17_Domain3	99	28.3	41.4	20.2	67
PCDHAC2_Domain2	CDH17_Domain4	113	23	40.7	NA	55.5
PCDHAC2_Domain2	CDH17_Domain5	115	21.7	43.5	32.2	57
PCDHAC2_Domain2	CDH17_Domain6	103	26.2	47.6	NA	77.5
PCDHAC2_Domain2	CDH17_Domain7	92	26.1	37	20.7	38
PCDHAC2_Domain3	CDH17_Domain1	96	22.9	43.8	11.5	77
PCDHAC2_Domain3	CDH17_Domain2	96	27.1	43.8	21.9	73
PCDHAC2_Domain3	CDH17_Domain3	98	32.7	46.9	23.5	99
PCDHAC2_Domain3	CDH17_Domain4	103	23.3	45.6	NA	76.5
PCDHAC2_Domain3	CDH17_Domain5	120	26.7	45.8	14.2	85.5
PCDHAC2_Domain3	CDH17_Domain6	107	33.6	51.4	NA	128
PCDHAC2_Domain3	CDH17_Domain7	78	20.5	42.3	NA	49
PCDHAC2_Domain4	CDH17_Domain1	50	34	52	28	75
PCDHAC2_Domain4	CDH17_Domain2	98	22.4	42.9	12.2	49
PCDHAC2_Domain4	CDH17_Domain3	96	32.3	46.9	NA	93.5
PCDHAC2_Domain4	CDH17_Domain4	119	21.8	34.5	34.5	62
PCDHAC2_Domain4	CDH17_Domain5	71	26.8	45.1	16.9	53.5
PCDHAC2_Domain4	CDH17_Domain6	102	28.4	46.1	18.6	94.5
PCDHAC2_Domain4	CDH17_Domain7	97	22.7	35.1	33	43
PCDHAC2_Domain5	CDH17_Domain1	105	23.8	37.1	14.3	61
PCDHAC2_Domain5	CDH17_Domain2	116	24.1	44	13.8	70
PCDHAC2_Domain5	CDH17_Domain3	92	29.3	47.8	12	78.5
PCDHAC2_Domain5	CDH17_Domain4	103	27.2	47.6	NA	87.5
PCDHAC2_Domain5	CDH17_Domain5	124	24.2	42.7	24.2	60.5
PCDHAC2_Domain5	CDH17_Domain6	102	26.5	50	NA	95
PCDHAC2_Domain5	CDH17_Domain7	86	30.2	44.2	NA	66.5
PCDHAC2_Domain6	CDH17_Domain1	61	29.5	45.9	NA	51
PCDHAC2_Domain6	CDH17_Domain2	96	24	44.8	11.5	80
PCDHAC2_Domain6	CDH17_Domain3	63	28.6	41.3	NA	43
PCDHAC2_Domain6	CDH17_Domain4	77	23.4	49.4	10.4	54
PCDHAC2_Domain6	CDH17_Domain5	96	20.8	41.7	16.7	40.5
PCDHAC2_Domain6	CDH17_Domain6	49	30.6	55.1	NA	60
PCDHAC2_Domain6	CDH17_Domain7	98	23.5	39.8	28.6	40
PCDHB1_Domain1	CDH17_Domain1	72	30.6	44.4	25	60
PCDHB1_Domain1	CDH17_Domain2	23	39.1	60.9	17.4	38.5
PCDHB1_Domain1	CDH17_Domain3	56	35.7	50	23.2	65
PCDHB1_Domain1	CDH17_Domain4	98	22.4	43.9	19.4	54
PCDHB1_Domain1	CDH17_Domain5	56	30.4	42.9	21.4	45
PCDHB1_Domain1	CDH17_Domain6	104	30.8	46.2	19.2	73.5
PCDHB1_Domain1	CDH17_Domain7	12	50	58.3	NA	24
PCDHB1_Domain2	CDH17_Domain1	49	36.7	51	NA	78
PCDHB1_Domain2	CDH17_Domain2	77	20.8	35.1	37.7	42
PCDHB1_Domain2	CDH17_Domain3	48	37.5	52.1	NA	78
PCDHB1_Domain2	CDH17_Domain4	115	24.3	41.7	19.1	80.5
PCDHB1_Domain2	CDH17_Domain5	124	25	36.3	28.2	69
PCDHB1_Domain2	CDH17_Domain6	107	24.3	44.9	18.7	88.5
PCDHB1_Domain2	CDH17_Domain7	71	26.8	39.4	23.9	45.5
PCDHB1_Domain3	CDH17_Domain1	93	25.8	40.9	23.7	82.5
PCDHB1_Domain3	CDH17_Domain2	102	27.5	42.2	NA	68
PCDHB1_Domain3	CDH17_Domain3	69	37.7	50.7	NA	89.5
PCDHB1_Domain3	CDH17_Domain4	101	27.7	46.5	NA	76.5
PCDHB1_Domain3	CDH17_Domain5	107	29	48.6	13.1	93
PCDHB1_Domain3	CDH17_Domain6	107	41.1	58.9	NA	149
PCDHB1_Domain3	CDH17_Domain7	73	28.8	42.5	NA	39.5
PCDHB1_Domain4	CDH17_Domain1	49	34.7	55.1	NA	85
PCDHB1_Domain4	CDH17_Domain2	47	27.7	48.9	23.4	39
PCDHB1_Domain4	CDH17_Domain3	106	33	44.3	16	88.5
PCDHB1_Domain4	CDH17_Domain4	112	24.1	44.6	27.7	71
PCDHB1_Domain4	CDH17_Domain5	56	23.2	46.4	10.7	41.5
PCDHB1_Domain4	CDH17_Domain6	96	32.3	42.7	29.2	103.5
PCDHB1_Domain4	CDH17_Domain7	62	27.4	41.9	22.6	27
PCDHB1_Domain5	CDH17_Domain1	49	34.7	44.9	NA	69
PCDHB1_Domain5	CDH17_Domain2	112	25.9	41.1	21.4	64
PCDHB1_Domain5	CDH17_Domain3	72	31.9	45.8	NA	59.5
PCDHB1_Domain5	CDH17_Domain4	109	23.9	44	10.1	54
PCDHB1_Domain5	CDH17_Domain5	110	23.6	40.9	13.6	44
PCDHB1_Domain5	CDH17_Domain6	108	30.6	50	16.7	106
PCDHB1_Domain5	CDH17_Domain7	86	22.1	44.2	NA	44
PCDHB1_Domain6	CDH17_Domain1	63	19	41.3	NA	26
PCDHB1_Domain6	CDH17_Domain2	93	21.5	45.2	14	55.5
PCDHB1_Domain6	CDH17_Domain3	51	21.6	51	NA	34
PCDHB1_Domain6	CDH17_Domain4	74	27	48.6	NA	61.5
PCDHB1_Domain6	CDH17_Domain5	38	28.9	47.4	10.5	37
PCDHB1_Domain6	CDH17_Domain6	83	20.5	42.2	NA	52
PCDHB1_Domain6	CDH17_Domain7	67	25.4	40.3	31.3	48
PCDHB10_Domain1	CDH17_Domain1	106	23.6	34.9	45.3	51.5
PCDHB10_Domain1	CDH17_Domain2	20	40	55	35	30
PCDHB10_Domain1	CDH17_Domain3	82	23.2	45.1	31.7	71
PCDHB10_Domain1	CDH17_Domain4	104	25	35.6	38.5	47
PCDHB10_Domain1	CDH17_Domain5	124	21	39.5	27.4	41.5
PCDHB10_Domain1	CDH17_Domain6	98	25.5	44.9	NA	58.5
PCDHB10_Domain1	CDH17_Domain7	21	28.6	52.4	NA	26
PCDHB10_Domain2	CDH17_Domain1	56	37.5	53.6	NA	89.5
PCDHB10_Domain2	CDH17_Domain2	120	26.7	39.2	25.8	51.5
PCDHB10_Domain2	CDH17_Domain3	103	25.2	38.8	10.7	66
PCDHB10_Domain2	CDH17_Domain4	123	22	36.6	29.3	67
PCDHB10_Domain2	CDH17_Domain5	118	25.4	43.2	19.5	74
PCDHB10_Domain2	CDH17_Domain6	106	28.3	43.4	17	97.5
PCDHB10_Domain2	CDH17_Domain7	32	34.4	43.8	15.6	32
PCDHB10_Domain3	CDH17_Domain1	91	22	42.9	24.2	72
PCDHB10_Domain3	CDH17_Domain2	91	31.9	39.6	11	57
PCDHB10_Domain3	CDH17_Domain3	99	34.3	45.5	15.2	85.5
PCDHB10_Domain3	CDH17_Domain4	104	25	44.2	NA	64.5
PCDHB10_Domain3	CDH17_Domain5	104	21.2	41.3	11.5	52.5
PCDHB10_Domain3	CDH17_Domain6	103	30.1	51.5	NA	107.5
PCDHB10_Domain3	CDH17_Domain7	84	22.6	41.7	26.2	34
PCDHB10_Domain4	CDH17_Domain1	97	27.8	46.4	NA	104.5
PCDHB10_Domain4	CDH17_Domain2	89	31.5	42.7	16.9	64
PCDHB10_Domain4	CDH17_Domain3	96	29.2	44.8	NA	66.5
PCDHB10_Domain4	CDH17_Domain4	114	21.9	42.1	27.2	73
PCDHB10_Domain4	CDH17_Domain5	63	28.6	44.4	12.7	46.5
PCDHB10_Domain4	CDH17_Domain6	41	34.1	56.1	NA	76
PCDHB10_Domain4	CDH17_Domain7	17	41.2	58.8	NA	34
PCDHB10_Domain5	CDH17_Domain1	91	22	37.4	18.7	66.5
PCDHB10_Domain5	CDH17_Domain2	91	26.4	40.7	23.1	49
PCDHB10_Domain5	CDH17_Domain3	99	29.3	40.4	10.1	74
PCDHB10_Domain5	CDH17_Domain4	107	29.9	48.6	NA	91.5
PCDHB10_Domain5	CDH17_Domain5	117	21.4	39.3	33.3	46.5
PCDHB10_Domain5	CDH17_Domain6	100	27	49	NA	94.5
PCDHB10_Domain5	CDH17_Domain7	46	26.1	45.7	NA	24.5
PCDHB10_Domain6	CDH17_Domain1	96	20.8	36.5	21.9	28
PCDHB10_Domain6	CDH17_Domain2	102	24.5	42.2	12.7	45
PCDHB10_Domain6	CDH17_Domain3	43	18.6	39.5	NA	31
PCDHB10_Domain6	CDH17_Domain4	59	25.4	57.6	NA	59.5
PCDHB10_Domain6	CDH17_Domain5	96	25	38.5	16.7	43.5
PCDHB10_Domain6	CDH17_Domain6	92	23.9	42.4	NA	59
PCDHB10_Domain6	CDH17_Domain7	94	21.3	36.2	35.1	42
PCDHB11_Domain1	CDH17_Domain1	54	29.6	53.7	NA	55
PCDHB11_Domain1	CDH17_Domain2	55	23.6	41.8	27.3	26
PCDHB11_Domain1	CDH17_Domain3	84	28.6	53.6	NA	71.5
PCDHB11_Domain1	CDH17_Domain4	107	26.2	43.9	13.1	46.5
PCDHB11_Domain1	CDH17_Domain5	116	25	42.2	27.6	62.5
PCDHB11_Domain1	CDH17_Domain6	100	32	51	12	74
PCDHB11_Domain1	CDH17_Domain7	14	35.7	50	NA	22
PCDHB11_Domain2	CDH17_Domain1	49	34.7	49	NA	65
PCDHB11_Domain2	CDH17_Domain2	110	22.7	40	22.7	49
PCDHB11_Domain2	CDH17_Domain3	64	31.2	39.1	15.6	62.5
PCDHB11_Domain2	CDH17_Domain4	120	20	37.5	26.7	54.5
PCDHB11_Domain2	CDH17_Domain5	113	23	44.2	11.5	65
PCDHB11_Domain2	CDH17_Domain6	105	23.8	41	22.9	52.5
PCDHB11_Domain2	CDH17_Domain7	24	37.5	54.2	NA	38
PCDHB11_Domain3	CDH17_Domain1	66	28.8	47	16.7	74.5
PCDHB11_Domain3	CDH17_Domain2	114	32.5	47.4	13.2	96.5
PCDHB11_Domain3	CDH17_Domain3	103	30.1	44.7	14.6	70.5
PCDHB11_Domain3	CDH17_Domain4	121	22.3	38	38	61.5
PCDHB11_Domain3	CDH17_Domain5	110	28.2	46.4	15.5	91
PCDHB11_Domain3	CDH17_Domain6	106	33	49.1	13.2	107
PCDHB11_Domain3	CDH17_Domain7	71	31	50.7	NA	54.5
PCDHB11_Domain4	CDH17_Domain1	95	28.4	46.3	11.6	99
PCDHB11_Domain4	CDH17_Domain2	86	25.6	43	11.6	54.5
PCDHB11_Domain4	CDH17_Domain3	62	33.9	43.5	NA	65.5
PCDHB11_Domain4	CDH17_Domain4	112	24.1	40.2	27.7	75.5
PCDHB11_Domain4	CDH17_Domain5	112	22.3	39.3	33	57.5
PCDHB11_Domain4	CDH17_Domain6	89	24.7	47.2	11.2	93.5
PCDHB11_Domain4	CDH17_Domain7	17	41.2	58.8	NA	32
PCDHB11_Domain5	CDH17_Domain1	59	30.5	42.4	11.9	66
PCDHB11_Domain5	CDH17_Domain2	97	25.8	43.3	21.6	59
PCDHB11_Domain5	CDH17_Domain3	99	29.3	40.4	10.1	70
PCDHB11_Domain5	CDH17_Domain4	107	30.8	50.5	NA	93.5
PCDHB11_Domain5	CDH17_Domain5	106	23.6	43.4	16	45.5
PCDHB11_Domain5	CDH17_Domain6	100	28	50	NA	97.5
PCDHB11_Domain5	CDH17_Domain7	19	31.6	47.4	NA	26
PCDHB11_Domain6	CDH17_Domain1	96	20.8	36.5	21.9	28
PCDHB11_Domain6	CDH17_Domain2	102	24.5	42.2	12.7	47
PCDHB11_Domain6	CDH17_Domain3	11	63.6	63.6	NA	26
PCDHB11_Domain6	CDH17_Domain4	59	25.4	57.6	NA	59.5
PCDHB11_Domain6	CDH17_Domain5	75	26.7	40	12	42.5
PCDHB11_Domain6	CDH17_Domain6	92	21.7	41.3	NA	48
PCDHB11_Domain6	CDH17_Domain7	96	21.9	36.5	34.4	45
PCDHB12_Domain1	CDH17_Domain1	60	30	43.3	28.3	52
PCDHB12_Domain1	CDH17_Domain2	63	30.2	41.3	30.2	34
PCDHB12_Domain1	CDH17_Domain3	54	31.5	55.6	16.7	67
PCDHB12_Domain1	CDH17_Domain4	108	26.9	41.7	16.7	53.5
PCDHB12_Domain1	CDH17_Domain5	78	30.8	50	15.4	69
PCDHB12_Domain1	CDH17_Domain6	111	28.8	45	30.6	77
PCDHB12_Domain1	CDH17_Domain7	28	32.1	50	21.4	24.5
PCDHB12_Domain2	CDH17_Domain1	49	36.7	49	NA	71
PCDHB12_Domain2	CDH17_Domain2	110	20.9	36.4	22.7	48.5
PCDHB12_Domain2	CDH17_Domain3	64	31.2	40.6	15.6	68.5
PCDHB12_Domain2	CDH17_Domain4	120	20.8	36.7	26.7	51
PCDHB12_Domain2	CDH17_Domain5	119	25.2	43.7	21	71
PCDHB12_Domain2	CDH17_Domain6	103	22.3	42.7	13.6	56.5
PCDHB12_Domain2	CDH17_Domain7	24	41.7	58.3	NA	45
PCDHB12_Domain3	CDH17_Domain1	66	27.3	47	16.7	72.5
PCDHB12_Domain3	CDH17_Domain2	114	30.7	46.5	13.2	84.5
PCDHB12_Domain3	CDH17_Domain3	103	31.1	48.5	14.6	92.5
PCDHB12_Domain3	CDH17_Domain4	109	27.5	45.9	16.5	69
PCDHB12_Domain3	CDH17_Domain5	110	25.5	47.3	15.5	78
PCDHB12_Domain3	CDH17_Domain6	103	33	53.4	NA	122.5
PCDHB12_Domain3	CDH17_Domain7	70	30	48.6	NA	57
PCDHB12_Domain4	CDH17_Domain1	97	25.8	42.3	20.6	106
PCDHB12_Domain4	CDH17_Domain2	64	26.6	43.8	12.5	56
PCDHB12_Domain4	CDH17_Domain3	100	29	42	16	78
PCDHB12_Domain4	CDH17_Domain4	89	25.8	46.1	15.7	76.5
PCDHB12_Domain4	CDH17_Domain5	60	30	48.3	13.3	51.5
PCDHB12_Domain4	CDH17_Domain6	80	26.2	47.5	11.2	95.5
PCDHB12_Domain4	CDH17_Domain7	38	31.6	50	NA	43
PCDHB12_Domain5	CDH17_Domain1	91	20.9	36.3	18.7	62.5
PCDHB12_Domain5	CDH17_Domain2	97	24.7	40.2	21.6	48
PCDHB12_Domain5	CDH17_Domain3	73	31.5	43.8	NA	70.5
PCDHB12_Domain5	CDH17_Domain4	103	30.1	47.6	NA	93.5
PCDHB12_Domain5	CDH17_Domain5	117	23.1	41	33.3	55.5
PCDHB12_Domain5	CDH17_Domain6	100	27	51	NA	99.5
PCDHB12_Domain5	CDH17_Domain7	93	21.5	35.5	28	25
PCDHB12_Domain6	CDH17_Domain1	39	25.6	35.9	33.3	25.5
PCDHB12_Domain6	CDH17_Domain2	98	24.5	41.8	13.3	45
PCDHB12_Domain6	CDH17_Domain3	43	20.9	39.5	NA	34
PCDHB12_Domain6	CDH17_Domain4	59	25.4	57.6	NA	59.5
PCDHB12_Domain6	CDH17_Domain5	75	26.7	40	12	42.5
PCDHB12_Domain6	CDH17_Domain6	83	24.1	42.2	NA	55
PCDHB12_Domain6	CDH17_Domain7	96	21.9	36.5	34.4	44
PCDHB13_Domain1	CDH17_Domain1	52	32.7	46.2	NA	52
PCDHB13_Domain1	CDH17_Domain2	23	26.1	56.5	NA	32
PCDHB13_Domain1	CDH17_Domain3	57	29.8	50.9	10.5	50.5
PCDHB13_Domain1	CDH17_Domain4	107	29	45.8	14	70
PCDHB13_Domain1	CDH17_Domain5	75	24	36	41.3	34.5
PCDHB13_Domain1	CDH17_Domain6	107	30.8	45.8	24.3	47.5
PCDHB13_Domain1	CDH17_Domain7	15	53.3	60	NA	23
PCDHB13_Domain2	CDH17_Domain1	99	29.3	42.4	24.2	95
PCDHB13_Domain2	CDH17_Domain2	121	24	39.7	27.3	53.5
PCDHB13_Domain2	CDH17_Domain3	103	23.3	42.7	22.3	73.5
PCDHB13_Domain2	CDH17_Domain4	118	20.3	38.1	27.1	56.5
PCDHB13_Domain2	CDH17_Domain5	119	24.4	39.5	24.4	49
PCDHB13_Domain2	CDH17_Domain6	112	27.7	40.2	28.6	79.5
PCDHB13_Domain2	CDH17_Domain7	21	42.9	52.4	NA	42
PCDHB13_Domain3	CDH17_Domain1	91	26.4	45.1	24.2	78
PCDHB13_Domain3	CDH17_Domain2	113	29.2	46	11.5	80.5
PCDHB13_Domain3	CDH17_Domain3	103	25.2	43.7	14.6	52
PCDHB13_Domain3	CDH17_Domain4	101	27.7	46.5	NA	89
PCDHB13_Domain3	CDH17_Domain5	111	27.9	48.6	17.1	91.5
PCDHB13_Domain3	CDH17_Domain6	106	33	50.9	13.2	101.5
PCDHB13_Domain3	CDH17_Domain7	74	27	43.2	NA	32
PCDHB13_Domain4	CDH17_Domain1	65	27.7	50.8	NA	86.5
PCDHB13_Domain4	CDH17_Domain2	69	26.1	44.9	15.9	51
PCDHB13_Domain4	CDH17_Domain3	64	31.2	46.9	NA	68
PCDHB13_Domain4	CDH17_Domain4	87	26.4	46	14.9	73.5
PCDHB13_Domain4	CDH17_Domain5	55	27.3	49.1	12.7	49.5
PCDHB13_Domain4	CDH17_Domain6	68	30.9	51.5	NA	88
PCDHB13_Domain4	CDH17_Domain7	90	27.8	44.4	15.6	48
PCDHB13_Domain5	CDH17_Domain1	91	24.2	38.5	18.7	61.5
PCDHB13_Domain5	CDH17_Domain2	110	24.5	39.1	21.8	53
PCDHB13_Domain5	CDH17_Domain3	99	28.3	40.4	10.1	75
PCDHB13_Domain5	CDH17_Domain4	107	29.9	46.7	NA	83.5
PCDHB13_Domain5	CDH17_Domain5	124	21	41.9	28.2	58
PCDHB13_Domain5	CDH17_Domain6	100	26	50	NA	88.5
PCDHB13_Domain5	CDH17_Domain7	46	26.1	47.8	NA	26.5
PCDHB13_Domain6	CDH17_Domain1	96	20.8	36.5	21.9	28
PCDHB13_Domain6	CDH17_Domain2	102	24.5	43.1	12.7	49
PCDHB13_Domain6	CDH17_Domain3	93	21.5	37.6	NA	37
PCDHB13_Domain6	CDH17_Domain4	59	25.4	57.6	NA	58.5
PCDHB13_Domain6	CDH17_Domain5	75	26.7	40	12	40.5
PCDHB13_Domain6	CDH17_Domain6	92	22.8	42.4	NA	56
PCDHB13_Domain6	CDH17_Domain7	96	21.9	36.5	34.4	44
PCDHB14_Domain1	CDH17_Domain1	60	35	46.7	28.3	59.5
PCDHB14_Domain1	CDH17_Domain2	11	36.4	90.9	NA	31
PCDHB14_Domain1	CDH17_Domain3	55	29.1	50.9	16.4	59
PCDHB14_Domain1	CDH17_Domain4	100	23	32	55	37.5
PCDHB14_Domain1	CDH17_Domain5	112	26.8	42.9	15.2	68
PCDHB14_Domain1	CDH17_Domain6	111	25.2	43.2	30.6	74.5
PCDHB14_Domain1	CDH17_Domain7	22	27.3	45.5	31.8	18
PCDHB14_Domain2	CDH17_Domain1	49	40.8	51	NA	82
PCDHB14_Domain2	CDH17_Domain2	101	18.8	40.6	25.7	41
PCDHB14_Domain2	CDH17_Domain3	60	30	48.3	NA	59.5
PCDHB14_Domain2	CDH17_Domain4	124	23.4	36.3	32.3	61.5
PCDHB14_Domain2	CDH17_Domain5	112	24.1	43.8	NA	70.5
PCDHB14_Domain2	CDH17_Domain6	104	28.8	50	15.4	79
PCDHB14_Domain2	CDH17_Domain7	64	31.2	45.3	23.4	48.5
PCDHB14_Domain3	CDH17_Domain1	91	24.2	41.8	24.2	74
PCDHB14_Domain3	CDH17_Domain2	97	25.8	39.2	22.7	52
PCDHB14_Domain3	CDH17_Domain3	59	40.7	50.8	NA	82.5
PCDHB14_Domain3	CDH17_Domain4	105	28.6	44.8	NA	79.5
PCDHB14_Domain3	CDH17_Domain5	106	30.2	41.5	15.1	84
PCDHB14_Domain3	CDH17_Domain6	106	33	53.8	13.2	134
PCDHB14_Domain3	CDH17_Domain7	71	28.2	47.9	NA	48.5
PCDHB14_Domain4	CDH17_Domain1	93	29	48.4	11.8	95
PCDHB14_Domain4	CDH17_Domain2	65	26.2	38.5	12.3	55.5
PCDHB14_Domain4	CDH17_Domain3	92	27.2	41.3	30.4	60
PCDHB14_Domain4	CDH17_Domain4	86	25.6	47.7	11.6	75.5
PCDHB14_Domain4	CDH17_Domain5	55	29.1	49.1	12.7	49.5
PCDHB14_Domain4	CDH17_Domain6	47	34	55.3	NA	81
PCDHB14_Domain4	CDH17_Domain7	19	36.8	57.9	NA	35
PCDHB14_Domain5	CDH17_Domain1	49	30.6	42.9	NA	60
PCDHB14_Domain5	CDH17_Domain2	97	26.8	41.2	21.6	55
PCDHB14_Domain5	CDH17_Domain3	98	28.6	39.8	NA	62
PCDHB14_Domain5	CDH17_Domain4	107	29.9	49.5	NA	91.5
PCDHB14_Domain5	CDH17_Domain5	108	23.1	43.5	19.4	44
PCDHB14_Domain5	CDH17_Domain6	100	28	50	NA	99.5
PCDHB14_Domain5	CDH17_Domain7	46	28.3	47.8	NA	30.5
PCDHB14_Domain6	CDH17_Domain1	96	20.8	36.5	21.9	28
PCDHB14_Domain6	CDH17_Domain2	102	24.5	42.2	12.7	46
PCDHB14_Domain6	CDH17_Domain3	43	20.9	39.5	NA	34
PCDHB14_Domain6	CDH17_Domain4	59	25.4	57.6	NA	59.5
PCDHB14_Domain6	CDH17_Domain5	75	26.7	40	12	42.5
PCDHB14_Domain6	CDH17_Domain6	92	22.8	42.4	NA	56
PCDHB14_Domain6	CDH17_Domain7	96	21.9	36.5	34.4	44
PCDHB15_Domain1	CDH17_Domain1	60	28.3	41.7	28.3	45
PCDHB15_Domain1	CDH17_Domain2	11	18.2	90.9	NA	26
PCDHB15_Domain1	CDH17_Domain3	82	25.6	39	35.4	57.5
PCDHB15_Domain1	CDH17_Domain4	14	50	64.3	NA	34
PCDHB15_Domain1	CDH17_Domain5	140	20.7	35	47.1	63
PCDHB15_Domain1	CDH17_Domain6	96	25	44.8	NA	59.5
PCDHB15_Domain1	CDH17_Domain7	21	33.3	42.9	33.3	20.5
PCDHB15_Domain2	CDH17_Domain1	49	38.8	49	NA	73
PCDHB15_Domain2	CDH17_Domain2	120	20.8	32.5	25.8	36.5
PCDHB15_Domain2	CDH17_Domain3	64	29.7	40.6	15.6	60.5
PCDHB15_Domain2	CDH17_Domain4	113	20.4	34.5	31.9	44
PCDHB15_Domain2	CDH17_Domain5	125	23.2	38.4	29.6	50.5
PCDHB15_Domain2	CDH17_Domain6	97	26.8	43.3	NA	90
PCDHB15_Domain2	CDH17_Domain7	71	29.6	46.5	29.6	61
PCDHB15_Domain3	CDH17_Domain1	91	27.5	50.5	24.2	92
PCDHB15_Domain3	CDH17_Domain2	108	29.6	48.1	11.1	83.5
PCDHB15_Domain3	CDH17_Domain3	105	31.4	41.9	18.1	81
PCDHB15_Domain3	CDH17_Domain4	104	28.8	51.9	NA	100.5
PCDHB15_Domain3	CDH17_Domain5	105	24.8	47.6	17.1	64.5
PCDHB15_Domain3	CDH17_Domain6	109	33	52.3	18.3	107.5
PCDHB15_Domain3	CDH17_Domain7	88	28.4	47.7	NA	50
PCDHB15_Domain4	CDH17_Domain1	69	34.8	52.2	NA	106.5
PCDHB15_Domain4	CDH17_Domain2	107	20.6	37.4	28	43.5
PCDHB15_Domain4	CDH17_Domain3	95	27.4	44.2	NA	60
PCDHB15_Domain4	CDH17_Domain4	89	23.6	44.9	15.7	69.5
PCDHB15_Domain4	CDH17_Domain5	104	26.9	36.5	32.7	44.5
PCDHB15_Domain4	CDH17_Domain6	69	23.2	46.4	10.1	80
PCDHB15_Domain4	CDH17_Domain7	24	41.7	54.2	NA	37
PCDHB15_Domain5	CDH17_Domain1	91	23.1	39.6	18.7	59.5
PCDHB15_Domain5	CDH17_Domain2	91	26.4	40.7	23.1	51
